SMILES,logP,MW
O=C(O)Cn1cnnn1,-1.24,128.09
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,-1.48,238.2
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,1.52,255.23
O=C(O)COc1ccccc1,1.15,152.15
O=C(O)CP(=O)(O)O,-0.75,140.03
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,2.95,354.45
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,3.12,414.5
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,2.65,354.45
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],-0.2,262.23
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,2.76,250.34
CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,1.81,321.38
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,1.39,398.42
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,1.89,264.32
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,2.31,258.23
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,1.94,368.47
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,2.38,416.52
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0.09,242.23
CCOC(=O)C(=O)CCc1ccccc1,1.75,206.24
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,4.15,350.46
CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,6.04,417.55
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,3.41,352.48
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1.77,303.29
CCOC(=O)N1CCC(=O)CC1,0.81,171.2
CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,0.76,283.33
CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,2.56,447.47
O=C(C=Cc1ccccc1)OCc1ccccc1,3.44,238.29
O=C(OCc1ccccc1)c1ccccc1,3.04,212.25
CCCOC(=O)c1ccccc1,2.25,164.2
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0.76,359.35
CCCCOCCOC(=O)c1cccnc1,2.06,223.27
CN1C(=O)CC(c2ccccc2)C1=O,1.16,189.21
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,3.13,293.37
Cc1cc(=O)[nH]c(=S)[nH]1,0.74,142.18
O=c1cc(CO)occ1O,-0.16,142.11
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,2.42,246.31
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1ccncc1,3.16,497.56
O=c1ccc2ccccc2o1,1.79,146.14
O=c1cc[nH]c(=O)[nH]1,-0.94,112.09
O=c1cc[nH]c(=S)[nH]1,0.43,128.16
O=c1[nH]c2ccccc2c(=O)n1CCCl,0.93,224.65
Cc1coc2ccccc2c1=O,2.1,160.17
O=C1c2ccccc2CCc2ccccc21,3.02,208.26
O=C1CC(c2ccc(Cl)cc2)CC(=O)N1,1.86,223.66
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,3.46,369.47
CCCCC(O)/C=C(C)/C=C/C=C/C(=O)N1CCCC1=O,2.75,291.39
CCC(C(N)=O)N1CCCC1=O,-0.13,170.21
CCN1CCCC1=O,0.63,113.16
NC(=O)CN1CCCC1=O,-0.91,142.16
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1.62,273.74
CC1(C)OC(=O)NC1=O,0.03,129.12
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.77,252.27
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.03,259.26
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,0.96,224.26
NC(=O)NC1NC(=O)NC1=O,-2.18,158.12
C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,1.83,308.36
C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,-0.39,325.36
CC(=O)NC1CCSC1=O,0.15,159.21
O=C(O)CSCC(=O)NC1CCSC1=O,-0.05,249.31
Cc1c(I)c(=O)n(-c2ccccc2)n1C,2.09,314.13
Cc1c(N)c(=O)n(-c2ccccc2)n1C,1.07,203.24
Cc1cc(=O)n(-c2ccccc2)n1C,1.48,188.23
O=C1c2ccccc2C(=O)C1c1ccccc1,2.85,222.24
O=C1c2ccccc2C(=O)c2ccccc21,2.46,208.22
CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1.01,264.33
Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,-0.28,259.06
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-1.04,180.17
C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,3.97,302.41
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,4.09,286.42
O=C1CC2(CCCC2)CC(=O)N1,0.98,167.21
COc1ccc(C(=O)N2CCCC2=O)cc1,1.46,219.24
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,1.86,246.31
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-2.71,268.27
CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,1.29,266.69
O=c1[nH]c(=O)c2ccccc2o1,0.48,163.13
O=c1[nH]cnc2nc[nH]c12,-0.35,136.11
O=c1[nH]c2ccccc2n1C1CCNCC1,1.25,217.27
O=c1[nH]oc2c1CCNC2,-0.39,140.14
N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,-1.01,369.23
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3.79,308.38
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,4.05,300.44
O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,2.81,262.27
CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,1.75,286.33
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,-0.21,236.23
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,2.65,266.3
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]3(C)[C@H]1[C@@H]2C,4.97,430.63
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.22,401.49
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.88,312.45
O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,4.88,391.47
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,2.25,379.46
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,2.21,389.41
CCCCCC(C=O)=Cc1ccccc1,3.85,202.3
COc1ccc2cc(C=O)ccc2c1,2.66,186.21
O=Cc1ccccc1C=O,1.31,134.13
CCOC(=O)C(=O)c1csc(NC=O)n1,0.46,228.23
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,0.99,274.26
CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,5.03,344.33
O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O,0.68,409.26
N[C@@H](COP(=O)(O)O)C(=O)O,-1.49,185.07
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,-1.86,347.22
O=P1(NCCCl)OCCCN1CCCl,1.88,261.09
CCS(=O)(=O)c1ccc(OC)c(C(=O)OC)c1,1.28,258.29
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.53,247.28
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,1.83,325.35
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,2.2,285.36
O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,1.68,270.09
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,2.53,348.43
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1.74,276.74
NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.7,234.66
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,0.87,280.31
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,1.51,284.73
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,3.7,398.4
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1.48,278.34
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,1.17,264.31
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1.17,264.31
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0.87,280.31
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1.53,255.32
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1.75,355.4
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2.89,403.44
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0.88,310.34
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.48,284.37
O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,2.49,353.83
O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,0.76,430.42
O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1,2.48,274.3
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,3.38,289.42
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,3.78,335.88
NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,-6.65,454.48
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,-7.33,483.52
CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C,2.8,296.41
NNCCc1ccccc1,0.69,136.2
N=C(N)NCCN1CCCCCCC1,0.74,198.31
CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,-3.2,475.59
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,1.38,358.22
CS(=O)(=O)OCCCCOS(C)(=O)=O,-0.28,246.31
O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,2.66,431.56
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,2.01,273.36
COc1cc(S(N)(=O)=O)cc(C(=O)O)c1OC,0.05,261.26
COC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.13,245.26
NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-0.37,270.72
NS(=O)(=O)c1ccc(C(=O)O)cc1,0.03,201.2
NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,0.14,272.28
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-0.86,222.25
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,3.04,364.42
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,0.26,290.37
[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,-1.76,173.13
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,1.6,376.45
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1.13,348.4
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,1.41,325.43
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.32,349.41
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.86,334.4
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,4.74,424.52
O=C(O)/C=C(\CC(=O)O)C(=O)O,-0.44,174.11
NC(CSCC(=O)O)C(=O)O,-0.78,179.2
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,2.34,257.24
Nc1ccc(C(=O)O)cc1,0.97,137.14
Nc1ccccc1C(=O)O,0.97,137.14
O=C(O)c1ccc(O)nc1,0.49,139.11
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)CC1C(=O)O,0.4,377.4
O=C(O)Cc1ccc(-c2ccccc2)cc1,2.98,212.25
O=C(O)Cc1ccccc1,1.31,136.15
O=C(O)CCCCC(=O)O,0.72,146.14
CC(S)C(=O)NCC(=O)O,-0.49,163.2
O=C(c1ccccc1)C(O)c1ccccc1,2.6,212.25
CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2,4.24,405.59
CCOC(=O)C(O)c1ccccc1,1.28,180.2
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,2.81,327.42
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,3.77,325.45
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,2.92,267.37
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,4.19,309.45
NCCC(O)(P(=O)(O)O)P(=O)(O)O,-1.66,235.07
OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,3.8,295.43
NCC(O)c1ccc(O)cc1,0.38,153.18
OCC(O)CN1CCN(c2ccccc2)CC1,0.16,236.32
COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1,2.28,432.52
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.74,306.28
CNCC(O)c1ccc(O)cc1,0.64,167.21
CCCCCCCCCCCCCCCCCCOCC(O)CO,5.62,344.58
CCOC(=O)NC(O)C(Cl)(Cl)Cl,1.42,236.48
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-1.45,219.28
OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,-5.76,344.31
O=C1C(O)=C(O)C(=O)C(O)=C1O,-0.21,172.09
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1.58,331.35
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,1.64,337.38
OC1(c2ccc(Cl)cc2)CCNCC1,1.91,211.69
OC1(c2ccccc2)CCNCC1,1.26,177.25
C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,0.85,251.28
Cc1nc(C)c(Cl)c(O)c1Cl,2.71,192.04
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,3.56,228.08
Cc1ncc(CO)c(CO)c1O,0.08,169.18
Cc1cc(O)c(C(C)C)cc1Cl,3.48,184.67
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,1.52,225.29
CC(C)NCC(O)c1cc(O)cc(O)c1,1.13,211.26
CCCCCCc1ccc(O)cc1O,3.22,194.27
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,5.34,325.5
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,0.74,195.22
N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.35,181.19
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.52,223.23
CCOC(=O)c1ccc(O)cc1,1.57,166.18
CCCCOC(=O)c1ccc(O)cc1,2.35,194.23
CCC(C)(C)c1ccc(O)cc1,3.08,164.25
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,-1.43,272.25
O=S(=O)(O)c1ccc(O)cc1,0.64,174.18
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,-1.09,275.09
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,0.48,183.21
NC[C@H](O)c1ccc(O)c(O)c1,0.09,169.18
CNCC(=O)c1ccc(O)c(O)c1,0.5,181.19
CCOC(=O)c1ccc(O)c(O)c1,1.27,182.18
CCN(CC)C(=O)c1ccc(O)c(OC)c1,1.88,223.27
COc1cc(C=O)ccc1O,1.21,152.15
CN(C)CCc1ccc(O)cc1,1.5,165.24
NCCc1ccc(O)cc1,0.89,137.18
NCCc1ccc(O)c(O)c1,0.6,153.18
Cc1cc(O)ccc1Cl,2.35,142.58
Oc1ccc(Cl)cc1,2.05,128.56
CCC(=O)Nc1ccc(O)cc1,1.74,165.19
CC(=O)Nc1ccc(O)cc1,1.35,151.16
CC(=O)Nc1cccc(O)c1,1.35,151.16
Oc1cccc(O)c1,1.1,110.11
Oc1ccccc1,1.39,94.11
CCOC(=O)c1ccccc1O,1.57,166.18
CCCCC(CC)COC(=O)c1ccccc1O,3.77,250.34
Oc1ccccc1-c1nnco1,1.44,162.15
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,2.97,228.25
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,2.19,229.24
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,2.96,301.39
CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,4.27,315.48
O=C1c2c(O)cccc2Cc2cccc(O)c21,2.23,226.23
Oc1ccccc1C=NCc1ccccc1,3.01,211.26
O=C(Oc1ccccc1)c1ccccc1O,2.61,214.22
Oc1ncnc2[nH]ncc12,0.06,136.11
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,2.58,288.39
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,3.82,270.37
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1.87,240.21
OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,-1.86,268.23
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.01,372.46
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,0.62,394.44
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.77,358.43
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.99,360.45
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.17,408.92
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.84,410.46
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.78,362.47
C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1.87,380.46
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,1.8,374.48
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.51,378.44
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.56,360.45
CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.13,432.56
CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.52,446.58
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.5,436.52
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.37,452.49
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,2.67,346.47
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,2.21,284.36
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,-1.31,253.26
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,-1.97,255.23
NC(CO)(CO)CO,-2.34,121.14
O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,2.29,255.27
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-2.21,254.25
C=C(C)C(=O)OCC(O)CO,-0.54,160.17
CCCCCCCC(=O)OCC(O)CO,1.24,218.29
Cc1ccccc1OCC(O)CO,0.73,182.22
COc1ccccc1OCC(O)CO,0.43,198.22
OCC(O)CS,-0.73,108.16
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.31,239.32
OCc1ccc(Cl)cc1Cl,2.49,177.03
OCc1ccccc1O,0.88,124.14
OCc1ccccn1,0.57,109.13
OCc1cccnc1,0.57,109.13
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,4.27,422.92
OCCCc1ccccc1,1.61,136.19
N[C@@H](CSCCCO)C(=O)O,-0.49,179.24
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-3.26,207.23
O=C(/C=C/c1ccccc1)NCCO,0.81,191.23
Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],-0.86,263.25
OCCOc1ccccc1,1.06,138.17
CCCCCCCCCCCCOCCO,3.92,230.39
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,2.86,383.52
OCCSCCO,-0.3,122.19
O=C(O)c1ccccc1OP(=O)(O)O,0.86,218.1
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1.55,362.28
NCCCNCCSP(=O)(O)O,-0.25,214.23
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,1.88,308.31
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,1.51,370.41
O=S(=O)(O)NC1CCCCC1,0.71,179.24
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,1.72,297.38
COc1cc(C(=S)N2CCOCC2)ccc1O,1.41,253.32
CCOC(=O)n1ccn(C)c1=S,1.56,186.24
CCCc1cc(=O)[nH]c(=S)[nH]1,1.38,170.24
Cn1cc[nH]c1=S,1.08,114.17
Sc1ccccc1Cl,2.63,144.63
Cc1ccc(O)c(C(C)(C)C)c1,3.0,164.25
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,5.56,315.46
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,5.32,450.57
Oc1ccccc1[Hg]Cl,1.25,329.15
CCCCCCCCCCCC(=O)NCCCN(C)C,3.98,284.49
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.02,365.41
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,7.74,360.65
CC(=O)[O-],-1.24,59.04
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,6.25,391.59
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],3.73,350.3
CCCCCCCCCCCC[n+]1ccc2ccccc2c1,6.05,298.49
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br,5.23,469.42
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,-0.79,471.52
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,2.91,300.59
COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,6.26,457.61
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.83,253.27
O=C1C=CC(=O)N1c1ccccc1,1.12,173.17
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,8.52,388.7
O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,1.69,330.21
Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,4.3,220.36
CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,7.24,382.59
CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,6.41,368.56
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,6.46,358.55
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,5.28,268.4
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,5.72,284.44
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,6.86,391.56
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,5.73,310.44
CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,6.38,494.48
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,5.85,438.01
